sheet,row,category,sub_category,unit_id,unit_title,section_id,section_title,lesson_id,lesson_title,tree_depth,maps_to_leaf,sub_unit_id,course_path,match_score,topical_unit_id,final_exam_only,final_exam_reason,classified_by,needs_review,review_reason,attention_reason,source_file,answer,question
test,100,Airports & Airspace,"Airspace Classifications, Operating Rules",3,Airspace Classifications,32,"Controlled Airspace Classes (A, B, C, D, E, G)",321,Class A Airspace,3,yes,321,"Airspace Classifications > Controlled Airspace Classes (A, B, C, D, E, G) > Class A Airspace",3.00,,,,sub_category_exact_to_leaf,,,,new 60 questions test prep,B,"According to 14 CFR part 107, how may a Remote Pilot in Command (Remote PIC) operate an unmanned aircraft in controlled airspace (Class B, C, D, and E associated with an airport)?"
test,101,Regulations,"Roles,",1,PART 107 REGULATIONS,,,12,Roles and Crew Management,2,yes,12,PART 107 REGULATIONS > Roles and Crew Management,3.00,,,,sub_category_exact,,,,new 60 questions test prep,A,"According to 14 CFR part 107, the responsibility to inspect the small UAS to ensure it is in a safe operating condition rests with the"
test,102,Regulations,Flying at Night,1,PART 107 REGULATIONS,,,17,Flying At Night Under Certain Conditions,2,yes,17,PART 107 REGULATIONS > Flying At Night Under Certain Conditions,3.00,,,,sub_category_exact,,,,2nd rnd practice test,A,"According to 14 CFR Part 107, what is required to operate a small UA within 30 minutes after official sunset?"
test,103,Regulations,Flying over people and moving objects,1,PART 107 REGULATIONS,,,16,Flying Over People and Moving Objects,2,yes,16,PART 107 REGULATIONS > Flying Over People and Moving Objects,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,A,"According to 14 CFR part 107, what is required to operate a small unmanned aircraft in civil twilight or at night?"
test,104,Regulations,Operating Rules,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,139,Operating Limitations,3,yes,139,Unit 1 (unscoped),0.40,,,,fallback_keyword[Operating limitations],yes,Matched unit but not a specific lesson,Matched unit but not a specific lesson; fallback_keyword[Operating limitations],Part 1 Test -Key DE,A,"According to 14 CFR part 107, what is the maximum groundspeed for a small UA?"
test,105,Regulations,Roles,1,PART 107 REGULATIONS,,,12,Roles and Crew Management,2,yes,12,PART 107 REGULATIONS > Roles and Crew Management,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,C,"According to 14 CFR part 107, who is responsible for determining the performance of a small unmanned aircraft?"
test,106,Regulations,Regulations,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",1.65,,,,sub_category_alias,,,,Part 1 Test -Key DE,B,"According to 14 CFR part 48, when must a person register a small UA with the Federal Aviation Administration?"
test,107,Regulations,Regulations,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",1.65,,,,sub_category_alias,,,,new 60 questions test prep,C,"According to 14 CFR part 48, when would a small UA owner not be permitted to register it?"
test,108,Regulations,"Operating Rules, Alcohol",1,PART 107 REGULATIONS,13,Operational Rules and Limitations,133,"Medical Conditions, Alcohol, and Drugs",3,yes,133,"PART 107 REGULATIONS > Operational Rules and Limitations > Medical Conditions, Alcohol, and Drugs",3.00,,,,sub_category_exact,,,,2nd rnd practice test,B,"After having dinner and wine, your client asks you to go outside to demonstrate the small UA's capabilities. You must"
test,109,Regulations,Operating rules,1,PART 107 REGULATIONS,,,15,Remote ID Requirements,2,yes,15,PART 107 REGULATIONS > Remote ID Requirements,1.20,,,,operational_rules_leaf,,,,Part 1 Test -Key DE,B,"After receiving a part 107 remote pilot certificate with an sUAS rating, how often must you satisfy recurrent training requirements?"
test,110,Airports & Airspace,"Airport Operations, Traffic Patterns",4,AIRPORT OPERATIONS,,,43,Traffic Patterns for Manned Aircraft,2,yes,43,AIRPORT OPERATIONS > Traffic Patterns for Manned Aircraft,3.00,,,,sub_category_exact,,,,airspace Patterns Ws key chat,A,An aircraft announces they are on the short final of a RWY 36. Where is the aircraft in relation to the airport?
test,111,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,My new questions May9,A,An aircraft can stall at any airspeed.
test,112,weather,"effects on performance, air density alt, pressure",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",3.00,,,,sub_category_exact,,,,Weather density pressure - key,A,An increase in atmospheric pressure will result in:
test,113,weather,"effects on performance, air density alt, pressure",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",3.00,,,,sub_category_exact,,,,Weather density pressure - key,C,"An increase in humidity, with all other factors constant, will cause density altitude to:"
test,114,Airports & Airspace,"airspace classifications, Prohibited areas",3,Airspace Classifications,32,"Controlled Airspace Classes (A, B, C, D, E, G)",321,Class A Airspace,3,yes,321,"Airspace Classifications > Controlled Airspace Classes (A, B, C, D, E, G) > Class A Airspace",1.65,,,,sub_category_alias,,,,Airports & Airspace Test - key,B,An sUAS can fly in a prohibited area because there is no one inside it.
test,115,Airports & Airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports & Airspace Test - key,A,An sUAS operator can find out if they are operating near an airport and basic information about that airport by using a sectional chart.
test,116,Airports & Airspace,"Airspace Classifications,",3,Airspace Classifications,,,31,Introduction and Airspace Categories,2,yes,31,Airspace Classifications > Introduction and Airspace Categories,3.00,,,,sub_category_exact,,,,Airports & Airspace Test - key,C,An sUAS operator does not need prior authorization to fly in which airspace?
test,117,Airports & Airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports & Airspace Test - key,B,An sUAS operator will not be able to determine what type of airspace they are operating in by using a sectional chart.
end-of-unit,109,Regulations,Slide 46 – Night Operations,1,PART 107 REGULATIONS,,,17,Flying At Night Under Certain Conditions,2,yes,17,PART 107 REGULATIONS > Flying At Night Under Certain Conditions,18.00,,,,slide_sub_category,,,,,B,Anticollision lights used for night operations must be visible for at least:
test,119,Airports & Airspace,"Airport Operations, wildlife",4,AIRPORT OPERATIONS,,,45,Security and Wildlife Hazards,2,yes,45,AIRPORT OPERATIONS > Security and Wildlife Hazards,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,C,Are sUAS operators required to report bird strikes?
test,120,weather,"effects on performance, Density Altititude",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",1.60,,,,sub_category_alias_to_leaf,,,,Weather density pressure - key,C,"As density altitude increases, what happens to UAS performance?"
test,121,Weather,"effects on performance, humidity",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",1.60,,,,sub_category_alias_to_leaf,,,,Weather density pressure - key,A,"As humidity increases, air density decreases."
test,122,Regulations,Flying at Night,1,PART 107 REGULATIONS,,,17,Flying At Night Under Certain Conditions,2,yes,17,PART 107 REGULATIONS > Flying At Night Under Certain Conditions,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,C,"As landing an sUAS at night is particularly challenging, select a landing area:"
test,123,Regulations,"Operational Rules, Preflight",1,PART 107 REGULATIONS,13,Operational Rules and Limitations,138,Preflight Familiarization and Airspace Operations,3,yes,138,PART 107 REGULATIONS > Operational Rules and Limitations > Preflight Familiarization and Airspace Operations,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,A,"As part of an overall safety risk assessment for flight, when should the Remote Pilot in Command check and consider weather conditions in the operating area?"
test,124,Airports & Airspace,"Airport Operations, Traffic Patterns",4,AIRPORT OPERATIONS,,,43,Traffic Patterns for Manned Aircraft,2,yes,43,AIRPORT OPERATIONS > Traffic Patterns for Manned Aircraft,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,C,At what angle should a pilot enter the traffic pattern?
test,125,Regulations,"Operational Rules, Preflight",1,PART 107 REGULATIONS,13,Operational Rules and Limitations,138,Preflight Familiarization and Airspace Operations,3,yes,138,PART 107 REGULATIONS > Operational Rules and Limitations > Preflight Familiarization and Airspace Operations,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,A,"Before each flight, the Remote Pilot in Command must ensure that:"
test,126,Airports & Airspace,"airspace classifications, MOA",3,Airspace Classifications,33,Special Use Airspace,334,Military Operations Areas (MOAs),3,yes,334,Airspace Classifications > Special Use Airspace > Military Operations Areas (MOAs),3.00,,,,sub_category_exact,,,,Airports & Airspace Test - key,B,"Before flying in a military operations area, an sUAS operator should do what to find out if it is active?"
end-of-unit,122,Regulations,Slide 122 – Category 1,1,PART 107 REGULATIONS,,,16,Flying Over People and Moving Objects,2,yes,16,PART 107 REGULATIONS > Flying Over People and Moving Objects,12.00,,,,slide_sub_category,,,,,B,Category 1 operations over people require the UA to:
test,128,Regulations,Flying over people and moving objects,1,PART 107 REGULATIONS,,,16,Flying Over People and Moving Objects,2,yes,16,PART 107 REGULATIONS > Flying Over People and Moving Objects,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,B,Category 4 operations are limited to unmanned aircraft:
test,129,Airports & Airspace,"Overview, L &L",2,"Airports, Airspace, and Data Sources",,,22,Navigation: Latitude and Longitude,2,yes,22,"Airports, Airspace, and Data Sources > Navigation: Latitude and Longitude",3.00,,,,sub_category_exact,,,,Airports & airspace Slides 1-30 - key- chat,A,Convert 46.75° to degrees and minutes.
test,130,Airports & Airspace,"Overview, L &L",2,"Airports, Airspace, and Data Sources",,,22,Navigation: Latitude and Longitude,2,yes,22,"Airports, Airspace, and Data Sources > Navigation: Latitude and Longitude",3.00,,,,sub_category_exact,,,,Airports & airspace Slides 1-30 - key- chat,A,Convert 98.2° to degrees and minutes.
test,131,Operations,Maintenance & Inspection Procedures,9,AERONAUTICAL DECISION MAKING,,,95,Maintenance and Inspection Procedures,2,yes,95,AERONAUTICAL DECISION MAKING > Maintenance and Inspection Procedures,3.00,,,,sub_category_exact,,,,new 60 questions test prep,B,Damaged lithium batteries can cause
test,132,weather,"effects on performance, Density Altititude",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",1.60,,,,sub_category_alias_to_leaf,,,,Weather density pressure - key,A,Density altitude is defined as
test,133,Regulations,Operational Rules,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",0.97,,,,operational_rules_leaf,,,,My new questions May9,A,"During a flight of your small UA, you observe a hot air balloon entering the area. You should"
test,134,Regulations,Operational Rules,1,PART 107 REGULATIONS,,,16,Flying Over People and Moving Objects,2,yes,16,PART 107 REGULATIONS > Flying Over People and Moving Objects,1.20,,,,operational_rules_leaf,,,,tricky questions,B,"During a survey flight, you realize that your drone is flying over a crowd of people or bystanders for a few seconds. What is your immediate responsibility?"
end-of-unit,104,Regulations,Slide 33 – In‑Flight Emergency,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,132,Accident Reporting and Hazardous Operations,3,yes,132,PART 107 REGULATIONS > Operational Rules and Limitations > Accident Reporting and Hazardous Operations,21.00,,,,slide_sub_category,,,,,B,"During an inflight emergency, the RPIC may:"
test,136,Additional topics,Physiological factors,9,AERONAUTICAL DECISION MAKING,94,Physiology and Vision,941,Vision and Scanning Techniques,3,yes,941,AERONAUTICAL DECISION MAKING > Physiology and Vision > Vision and Scanning Techniques,3.00,,,,sub_category_exact_to_leaf,,,,tricky questions,B,"During an inspection flight, you notice that objects that are closer to the drone appear to be moving across your visual field faster than distant objects that are not moving as fast. What phenomenon are you observing?"
end-of-unit,113,Regulations,Slide 63 – Autonomous Flight,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,137,Autonomous Flight and RPIC Responsibility,3,yes,137,PART 107 REGULATIONS > Operational Rules and Limitations > Autonomous Flight and RPIC Responsibility,98.00,,,,slide_sub_category,,,,,C,"During autonomous flight, who is responsible for the operation?"
test,138,Regulations,Flying at Night,1,PART 107 REGULATIONS,,,17,Flying At Night Under Certain Conditions,2,yes,17,PART 107 REGULATIONS > Flying At Night Under Certain Conditions,3.00,,,,sub_category_exact,,,,new 60 questions test prep,A,"During night operations, compensate for the night blind spot by:"
test,139,Operations,Operations and Procedures,9,AERONAUTICAL DECISION MAKING,,,95,Maintenance and Inspection Procedures,2,yes,95,AERONAUTICAL DECISION MAKING > Maintenance and Inspection Procedures,0.91,,,,course_path_tokens,,,,Part 1 Test -Key DE,B,"During your preflight inspection, you discover a small nick in the casing of your small UAS battery. What action should you take?"
test,140,Weather,"effects on performance, general",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,Part 1 Test -Key DE,C,Every physical process of weather is accompanied by or is a result of a
end-of-unit,121,Regulations,Slide 109 – FRIA,1,PART 107 REGULATIONS,,,15,Remote ID Requirements,2,yes,15,PART 107 REGULATIONS > Remote ID Requirements,6.00,,,,slide_sub_category,,,,,B,FAA-Recognized Identification Areas (FRIAs) allow operations:
test,142,Regulations,Flying over people and moving objects,1,PART 107 REGULATIONS,,,16,Flying Over People and Moving Objects,2,yes,16,PART 107 REGULATIONS > Flying Over People and Moving Objects,3.00,,,,sub_category_exact,,,,new 60 questions test prep,B,"For Category 1, 2, and 4 operations over people, sustained flight over open air assemblies are restricted to small unmanned aircraft that:"
test,143,Regulations,Flying over people and moving objects,1,PART 107 REGULATIONS,,,16,Flying Over People and Moving Objects,2,yes,16,PART 107 REGULATIONS > Flying Over People and Moving Objects,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,B,"For Category 2 operations over people, the small unmanned aircraft:"
test,144,Regulations,Flying over people and moving objects,1,PART 107 REGULATIONS,,,16,Flying Over People and Moving Objects,2,yes,16,PART 107 REGULATIONS > Flying Over People and Moving Objects,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,A,"For Category 3 operations over people, the small unmanned aircraft must not cause injury equivalent to or greater than the impact of:"
test,145,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,My new questions May9,B,"For commercial off-the-shelf (COTS) aircraft with fixed, manufacturer-approved payloads, which loading action is typically not required prior to flight?"
test,146,Airports & Airspace,"Airport Operations, Runways",4,AIRPORT OPERATIONS,42,Airport Runways and Orientation,422,Practical Runway Heading Calculations,3,yes,422,AIRPORT OPERATIONS > Airport Runways and Orientation > Practical Runway Heading Calculations,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,C,How are runway numbers determined?
test,147,Weather,"effects on performance, humidity",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,Section 4 airports & airspace ws key chat,A,How does high humidity affect drone performance?
test,148,Weather,"Effects on Performance, Icing",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,65,Dew Point and Structural Icing Hazards,652,Structural Icing,3,yes,652,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Dew Point and Structural Icing Hazards > Structural Icing,3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,C,How does icing affect an unmanned aircraft's ability to fly?
test,149,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,more drone prep questions,B,How does increasing the bank angle in a turn affect stall speed?
test,150,Regulations,Waivers,1,PART 107 REGULATIONS,,,14,Waivers,2,yes,14,PART 107 REGULATIONS > Waivers,2.10,,,,sub_category_alias,,,,Regulations test - key 27 questions,A,How far in advance should waiver applications be submitted?
test,151,Airports & Airspace,"Overview, L &L",2,"Airports, Airspace, and Data Sources",,,22,Navigation: Latitude and Longitude,2,yes,22,"Airports, Airspace, and Data Sources > Navigation: Latitude and Longitude",3.00,,,,sub_category_exact,,,,Airports & airspace Slides 1-30 - key- chat,A,How many minutes are in each degree of latitude or longitude?
end-of-unit,111,Regulations,Slide 55 – Multiple Aircraft,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,135,Visual Line of Sight (VLOS) and Multi-Aircraft Rules,3,yes,135,PART 107 REGULATIONS > Operational Rules and Limitations > Visual Line of Sight (VLOS) and Multi-Aircraft Rules,19.00,,,,slide_sub_category,,,,,A,How many sUAS may a person operate at one time under Part 107?
test,153,Airports & Airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports & Airspace Test - key,C,How often are sectional charts covering the continental U.S. updated?
test,154,weather,Airport Operations,4,AIRPORT OPERATIONS,,,41,Airport Classification and Control,2,yes,41,AIRPORT OPERATIONS > Airport Classification and Control,3.00,,,,sub_category_exact,,,,Airports & airspace Slides 1-30 - key- chat,C,How often is ATIS information updated?
test,155,Additional topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,Part 1 Test -Key DE,A,Identify the hazardous attitude or characteristic a remote pilot displays while taking risks in order to impress others?
end-of-unit,100,Regulations,Slide 21 – Communication,9,AERONAUTICAL DECISION MAKING,93,Crew and Single-Pilot Resource Management,932,Effective Team Communication,3,yes,932,AERONAUTICAL DECISION MAKING > Crew and Single-Pilot Resource Management > Effective Team Communication,101.00,,,,slide_sub_category,,,,,B,"If a sUAS goes out of VLOS for more than 15 seconds, the RPIC should:"
test,157,weather,"effets on performance, air density alt, pressure",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",3.00,,,,weather_sub=effects,,,,Weather density pressure - key,C,"If the actual temperature is higher than standard at a given airport, what is the effect on density altitude?"
test,158,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,My new questions May9,C,"If the center of gravity (CG) is forward of the center of pressure (CP), the aircraft will"
test,159,Weather,"effects on performance, air density",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",3.00,,,,sub_category_exact,,,,new 60 questions test prep,C,"If the outside air temperature (OAT) at a given altitude is warmer than standard, the density altitude is"
test,160,Regulations,Flying at Night,1,PART 107 REGULATIONS,,,17,Flying At Night Under Certain Conditions,2,yes,17,PART 107 REGULATIONS > Flying At Night Under Certain Conditions,3.00,,,,sub_category_exact,,,,Part 1 Test -Key DE,B,"If the Remote PIC cannot determine the location of the sUAS in relation to other aircraft during night operations, when should he or she land the sUAS?"
test,161,Regulations,Operating Rules,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,134,Operation From Moving Vehicles and Transportation,3,yes,134,Unit 1 (unscoped),0.40,,,,fallback_keyword[Moving vehicle/Transport],yes,Matched unit but not a specific lesson,Matched unit but not a specific lesson; fallback_keyword[Moving vehicle/Transport],new 60 questions test prep,A,"In accordance with 14 CFR part 107, you may operate an sUAS from a moving vehicle when no property is carried for compensation or hire:"
end-of-unit,32,Weather,"Effects on Performance, fog",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,67,"Fronts, Mountain Flying, and Operational Minimums",673,Operational Ceiling and Visibility Minimums,3,yes,673,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Fronts, Mountain Flying, and Operational Minimums > Operational Ceiling and Visibility Minimums",3.00,,,,sub_category_exact,,,,new 60 questions test prep,B,In which situation is fog likely to form?
test,163,Airports & Airspace,"Airport Operations, Non-towered Airports",4,AIRPORT OPERATIONS,42,Airport Runways and Orientation,421,Towered vs. Non-Towered Airport Procedures,3,yes,421,AIRPORT OPERATIONS > Airport Runways and Orientation > Towered vs. Non-Towered Airport Procedures,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,C,Is it mandatory for sUAS operators to monitor CTAF at non-towered airports?
test,164,Airports & Airspace,"Overview, L &L",2,"Airports, Airspace, and Data Sources",,,22,Navigation: Latitude and Longitude,2,yes,22,"Airports, Airspace, and Data Sources > Navigation: Latitude and Longitude",3.00,,,,sub_category_exact,,,,Airports & Airspace Test - key,B,Lines of latitude
test,165,,"Overview, L &L",2,"Airports, Airspace, and Data Sources",,,22,Navigation: Latitude and Longitude,2,yes,22,"Airports, Airspace, and Data Sources > Navigation: Latitude and Longitude",3.00,,,,sub_category_exact,,,blank spreadsheet category (col H),Airports & airspace Slides 1-30 - key- chat,B,Lines of latitude run
test,166,Airports & Airspace,"Overview, L &L",2,"Airports, Airspace, and Data Sources",,,22,Navigation: Latitude and Longitude,2,yes,22,"Airports, Airspace, and Data Sources > Navigation: Latitude and Longitude",3.00,,,,sub_category_exact,,,,Airports & Airspace Test - key,A,Lines of longitude run from the North Pole to the South Pole.
test,167,,"Overview, L &L",2,"Airports, Airspace, and Data Sources",,,22,Navigation: Latitude and Longitude,2,yes,22,"Airports, Airspace, and Data Sources > Navigation: Latitude and Longitude",3.00,,,,sub_category_exact,,,blank spreadsheet category (col H),Airports & airspace Slides 1-30 - key- chat,C,Lines of longitude start at
end-of-unit,116,Regulations,Slide 75 – Visibility & Clouds,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,139,Operating Limitations,3,yes,139,PART 107 REGULATIONS > Operational Rules and Limitations > Operating Limitations,19.00,,,,slide_sub_category,,,,,B,Minimum flight visibility required is:
end-of-unit,124,Regulations,Slide 132 – Night Operations,1,PART 107 REGULATIONS,,,17,Flying At Night Under Certain Conditions,2,yes,17,PART 107 REGULATIONS > Flying At Night Under Certain Conditions,18.00,,,,slide_sub_category,,,,,B,Night operations without a waiver require:
end-of-unit,101,Regulations,Slide 25 – Aircraft Registration,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",23.00,,,,slide_sub_category,,,,,C,Nonrecreational drones must be registered under which regulation?
test,171,Weather,"effects on performance, structural icing",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,65,Dew Point and Structural Icing Hazards,652,Structural Icing,3,yes,652,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Dew Point and Structural Icing Hazards > Structural Icing,1.65,,,,sub_category_alias,,,,,B,One in flight condition necessary for structural icing to form is
test,172,Weather,"Effects on Performance, fronts",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,67,"Fronts, Mountain Flying, and Operational Minimums",671,Atmospheric Fronts,3,yes,671,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Fronts, Mountain Flying, and Operational Minimums > Atmospheric Fronts",3.00,,,,sub_category_exact,,,,more drone prep questions,C,One weather phenomenon which will always occur when flying across a front is
end-of-unit,114,Regulations,Slide 68 – Airspace,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",127.00,,,,slide_sub_category,,,,,B,"Operations in Class B, C, D, or surface Class E airspace require:"
test,174,Regulations,Operating Rules,1,PART 107 REGULATIONS,,,11,Applicability of Part 107,2,yes,11,Unit 1 (unscoped),0.40,,,,fallback_keyword[Applicability definitions],yes,Matched unit but not a specific lesson,Matched unit but not a specific lesson; fallback_keyword[Applicability definitions],more drone prep questions,B,Part 107 applies to which operations?
end-of-unit,90,Regulations,Slide 3 – Applicability,1,PART 107 REGULATIONS,,,11,Applicability of Part 107,2,yes,11,PART 107 REGULATIONS > Applicability of Part 107,48.00,,,,slide_sub_category,,,,,B,Part 107 primarily governs which type of sUAS operations?
test,176,Regulations,Remote ID,1,PART 107 REGULATIONS,,,15,Remote ID Requirements,2,yes,15,PART 107 REGULATIONS > Remote ID Requirements,2.10,,,,sub_category_alias,,,,Part 1 Test -Key DE,B,Part 89 Remote Identification (Remote ID) requirements:
test,177,Weather,"Sources, Metar",,WEATHER,53,Aviation Routine Weather Report (METAR) Decoding,531,"Report Type, Station, Date, and Time",3,yes,,"WEATHER > Aviation Routine Weather Report (METAR) Decoding > Report Type, Station, Date, and Time",3.00,5,yes,requires FAA-CT figure (cross-section chart reading),sub_category_exact_to_leaf → FINAL_EXAM,,,,Remaining Weather questions for James,B,"Refer to FAA-CT-8080-2H, Figure 12.) Which stations are reporting weather that would prohibit UAS operations?"
test,178,Airports & Airspace,"Airport Operations, Non-towered Airports",,AIRPORT OPERATIONS,42,Airport Runways and Orientation,421,Towered vs. Non-Towered Airport Procedures,3,yes,,AIRPORT OPERATIONS > Airport Runways and Orientation > Towered vs. Non-Towered Airport Procedures,3.00,4,yes,requires FAA-CT figure (cross-section chart reading),sub_category_exact → FINAL_EXAM,,,,Part 1 Test -Key DE,C,"Refer to FAA-CT-8080-2H, Figure 21, area 1.) After receiving authorization from ATC to operate a small UA near Minot International airport (MOT) while the control tower is operational, which radio communication frequency could be used to monitor manned aircraft and ATC communications?"
